mark_id,learner_id,subject,teacher_id,term,mark,risk_category
734,31,Physical Science,10,2,36,High Risk
735,31,Physical Science,10,3,32,High Risk
736,31,Physical Science,10,4,40,At Risk
737,31,Geography,20,1,87,Strong
738,31,Geography,20,2,83,Strong
739,31,Geography,20,3,78,Strong
740,31,Geography,20,4,80,Strong
741,31,Information Technology,24,1,63,Passing
742,31,Information Technology,24,2,68,Passing
743,31,Information Technology,24,3,63,Passing
744,31,Information Technology,24,4,71,Strong
745,32,English,6,1,84,Strong
746,32,English,6,2,82,Strong
747,32,English,6,3,89,Strong
748,32,English,6,4,89,Strong
749,32,Afrikaans,9,1,71,Strong
750,32,Afrikaans,9,2,77,Strong
751,32,Afrikaans,9,3,71,Strong
752,32,Afrikaans,9,4,70,Strong
753,32,Mathematics,3,1,81,Strong
754,32,Mathematics,3,2,71,Strong
755,32,Mathematics,3,3,67,Passing
756,32,Mathematics,3,4,82,Strong
757,32,Physical Science,12,1,34,High Risk
758,32,Physical Science,12,2,33,High Risk
759,32,Physical Science,12,3,32,High Risk
760,32,Physical Science,12,4,45,At Risk
761,32,Geography,19,1,54,Passing
762,32,Geography,19,2,49,At Risk
763,32,Geography,19,3,51,Passing
764,32,Geography,19,4,47,At Risk
765,32,History,16,1,69,Passing
766,32,History,16,2,67,Passing
767,32,History,16,3,64,Passing
768,32,History,16,4,54,Passing
769,33,English,4,1,93,Strong
770,33,English,4,2,93,Strong
771,33,English,4,3,78,Strong
772,33,English,4,4,78,Strong
773,33,Afrikaans,8,1,84,Strong
774,33,Afrikaans,8,2,71,Strong
775,33,Afrikaans,8,3,71,Strong
776,33,Afrikaans,8,4,87,Strong
777,33,Mathematics,3,1,58,Passing
778,33,Mathematics,3,2,49,At Risk
779,33,Mathematics,3,3,65,Passing
780,33,Mathematics,3,4,62,Passing
781,33,Accounting,27,1,48,At Risk
782,33,Accounting,27,2,48,At Risk
783,33,Accounting,27,3,61,Passing
784,33,Accounting,27,4,49,At Risk
785,33,Geography,20,1,60,Passing
786,33,Geography,20,2,70,Strong
787,33,Geography,20,3,62,Passing
788,33,Geography,20,4,65,Passing
789,33,Life Science,15,1,67,Passing
790,33,Life Science,15,2,57,Passing
791,33,Life Science,15,3,66,Passing
792,33,Life Science,15,4,67,Passing
793,34,English,5,1,75,Strong
794,34,English,5,2,75,Strong
795,34,English,5,3,77,Strong
796,34,English,5,4,70,Strong
797,34,Afrikaans,9,1,41,At Risk
798,34,Afrikaans,9,2,51,Passing
799,34,Afrikaans,9,3,51,Passing
800,34,Afrikaans,9,4,51,Passing
801,34,Mathematics,1,1,82,Strong
802,34,Mathematics,1,2,68,Passing
803,34,Mathematics,1,3,67,Passing
804,34,Mathematics,1,4,72,Strong
805,34,Geography,21,1,59,Passing
806,34,Geography,21,2,57,Passing
807,34,Geography,21,3,54,Passing
808,34,Geography,21,4,47,At Risk
809,34,Life Science,15,1,72,Strong
810,34,Life Science,15,2,78,Strong
811,34,Life Science,15,3,77,Strong
812,34,Life Science,15,4,86,Strong
813,34,History,16,1,58,Passing
814,34,History,16,2,59,Passing
815,34,History,16,3,65,Passing
816,34,History,16,4,58,Passing
817,35,English,4,1,60,Passing
818,35,English,4,2,50,Passing
819,35,English,4,3,56,Passing
820,35,English,4,4,54,Passing
821,35,Afrikaans,7,1,64,Passing
822,35,Afrikaans,7,2,71,Strong
823,35,Afrikaans,7,3,67,Passing
824,35,Afrikaans,7,4,69,Passing
825,35,Mathematics,3,1,80,Strong
826,35,Mathematics,3,2,78,Strong
827,35,Mathematics,3,3,80,Strong
828,35,Mathematics,3,4,72,Strong
829,35,Information Technology,22,1,56,Passing
830,35,Information Technology,22,2,51,Passing
831,35,Information Technology,22,3,41,At Risk
832,35,Information Technology,22,4,43,At Risk
833,35,Accounting,26,1,68,Passing
834,35,Accounting,26,2,63,Passing
835,35,Accounting,26,3,71,Strong
836,35,Accounting,26,4,73,Strong
837,35,Geography,19,1,59,Passing
838,35,Geography,19,2,67,Passing
839,35,Geography,19,3,73,Strong
840,35,Geography,19,4,74,Strong
841,36,English,5,1,64,Passing
842,36,English,5,2,65,Passing
843,36,English,5,3,66,Passing
844,36,English,5,4,58,Passing
845,36,Afrikaans,7,1,86,Strong
846,36,Afrikaans,7,2,76,Strong
847,36,Afrikaans,7,3,83,Strong
848,36,Afrikaans,7,4,81,Strong
849,36,Mathematics,3,1,38,High Risk
850,36,Mathematics,3,2,44,At Risk
851,36,Mathematics,3,3,40,At Risk
852,36,Mathematics,3,4,48,At Risk
853,36,Geography,20,1,83,Strong
854,36,Geography,20,2,91,Strong
855,36,Geography,20,3,89,Strong
856,36,Geography,20,4,90,Strong
857,36,Accounting,25,1,42,At Risk
858,36,Accounting,25,2,40,At Risk
859,36,Accounting,25,3,49,At Risk
860,36,Accounting,25,4,54,Passing
861,36,History,16,1,71,Strong
862,36,History,16,2,66,Passing
863,36,History,16,3,67,Passing
864,36,History,16,4,65,Passing
865,37,English,6,1,63,Passing
866,37,English,6,2,64,Passing
867,37,English,6,3,66,Passing
868,37,English,6,4,63,Passing
869,37,Afrikaans,8,1,43,At Risk
870,37,Afrikaans,8,2,45,At Risk
871,37,Afrikaans,8,3,54,Passing
872,37,Afrikaans,8,4,45,At Risk
873,37,Mathematics,2,1,80,Strong
874,37,Mathematics,2,2,82,Strong
875,37,Mathematics,2,3,70,Strong
876,37,Mathematics,2,4,79,Strong
877,37,History,17,1,78,Strong
878,37,History,17,2,68,Passing
879,37,History,17,3,73,Strong
880,37,History,17,4,82,Strong
881,37,Life Science,15,1,60,Passing
882,37,Life Science,15,2,53,Passing
883,37,Life Science,15,3,52,Passing
884,37,Life Science,15,4,56,Passing
885,37,Physical Science,11,1,57,Passing
886,37,Physical Science,11,2,64,Passing
887,37,Physical Science,11,3,53,Passing
888,37,Physical Science,11,4,51,Passing
889,38,English,6,1,62,Passing
890,38,English,6,2,57,Passing
891,38,English,6,3,62,Passing
892,38,English,6,4,58,Passing
893,38,Afrikaans,7,1,69,Passing
894,38,Afrikaans,7,2,78,Strong
895,38,Afrikaans,7,3,75,Strong
896,38,Afrikaans,7,4,74,Strong
897,38,Mathematics,1,1,87,Strong
898,38,Mathematics,1,2,78,Strong
899,38,Mathematics,1,3,86,Strong
900,38,Mathematics,1,4,75,Strong
901,38,History,16,1,57,Passing
902,38,History,16,2,48,At Risk
903,38,History,16,3,60,Passing
904,38,History,16,4,58,Passing
905,38,Geography,19,1,90,Strong
906,38,Geography,19,2,88,Strong
907,38,Geography,19,3,92,Strong
908,38,Geography,19,4,88,Strong
909,38,Life Science,15,1,69,Passing
910,38,Life Science,15,2,74,Strong
911,38,Life Science,15,3,75,Strong
912,38,Life Science,15,4,71,Strong
913,39,English,5,1,79,Strong
914,39,English,5,2,74,Strong
915,39,English,5,3,81,Strong
916,39,English,5,4,79,Strong
917,39,Afrikaans,8,1,70,Strong
918,39,Afrikaans,8,2,62,Passing
919,39,Afrikaans,8,3,65,Passing
920,39,Afrikaans,8,4,67,Passing
921,39,Mathematics,3,1,61,Passing
922,39,Mathematics,3,2,60,Passing
923,39,Mathematics,3,3,52,Passing
924,39,Mathematics,3,4,55,Passing
925,39,Geography,21,1,81,Strong
926,39,Geography,21,2,76,Strong
927,39,Geography,21,3,90,Strong
928,39,Geography,21,4,82,Strong
929,39,Information Technology,24,1,72,Strong
930,39,Information Technology,24,2,65,Passing
931,39,Information Technology,24,3,76,Strong
932,39,Information Technology,24,4,78,Strong
933,39,Accounting,26,1,51,Passing
934,39,Accounting,26,2,49,At Risk
935,39,Accounting,26,3,50,Passing
936,39,Accounting,26,4,46,At Risk
937,40,English,5,1,78,Strong
938,40,English,5,2,68,Passing
939,40,English,5,3,80,Strong
940,40,English,5,4,81,Strong
941,40,Afrikaans,9,1,86,Strong
942,40,Afrikaans,9,2,90,Strong
943,40,Afrikaans,9,3,87,Strong
944,40,Afrikaans,9,4,75,Strong
945,40,Mathematics,3,1,57,Passing
946,40,Mathematics,3,2,58,Passing
947,40,Mathematics,3,3,62,Passing
948,40,Mathematics,3,4,66,Passing
949,40,History,18,1,51,Passing
950,40,History,18,2,62,Passing
951,40,History,18,3,60,Passing
952,40,History,18,4,63,Passing
953,40,Physical Science,12,1,36,High Risk
954,40,Physical Science,12,2,39,High Risk
955,40,Physical Science,12,3,44,At Risk
956,40,Physical Science,12,4,43,At Risk
957,40,Geography,19,1,87,Strong
958,40,Geography,19,2,78,Strong
959,40,Geography,19,3,85,Strong
960,40,Geography,19,4,82,Strong
961,41,English,4,1,78,Strong
962,41,English,4,2,80,Strong
963,41,English,4,3,68,Passing
964,41,English,4,4,75,Strong
965,41,Afrikaans,8,1,53,Passing
966,41,Afrikaans,8,2,41,At Risk
967,41,Afrikaans,8,3,47,At Risk
968,41,Afrikaans,8,4,51,Passing
969,41,Mathematics,2,1,40,At Risk
970,41,Mathematics,2,2,41,At Risk
971,41,Mathematics,2,3,48,At Risk
972,41,Mathematics,2,4,46,At Risk
973,41,History,18,1,75,Strong
974,41,History,18,2,67,Passing
975,41,History,18,3,77,Strong
976,41,History,18,4,76,Strong
977,41,Life Science,15,1,75,Strong
978,41,Life Science,15,2,63,Passing
979,41,Life Science,15,3,74,Strong
980,41,Life Science,15,4,74,Strong
981,41,Geography,21,1,61,Passing
982,41,Geography,21,2,68,Passing
983,41,Geography,21,3,60,Passing
984,41,Geography,21,4,62,Passing
985,42,English,4,1,50,Passing
986,42,English,4,2,43,At Risk
987,42,English,4,3,45,At Risk
988,42,English,4,4,47,At Risk
989,42,Afrikaans,9,1,75,Strong
990,42,Afrikaans,9,2,75,Strong
991,42,Afrikaans,9,3,80,Strong
992,42,Afrikaans,9,4,83,Strong
993,42,Mathematics,1,1,68,Passing
994,42,Mathematics,1,2,73,Strong
995,42,Mathematics,1,3,66,Passing
996,42,Mathematics,1,4,66,Passing
997,42,Life Science,13,1,91,Strong
998,42,Life Science,13,2,90,Strong
999,42,Life Science,13,3,78,Strong
1000,42,Life Science,13,4,84,Strong
1001,42,History,17,1,81,Strong
1002,42,History,17,2,80,Strong
1003,42,History,17,3,68,Passing
1004,42,History,17,4,74,Strong
1005,42,Information Technology,23,1,56,Passing
1006,42,Information Technology,23,2,50,Passing
1007,42,Information Technology,23,3,51,Passing
1008,42,Information Technology,23,4,53,Passing
1009,43,English,4,1,72,Strong
1010,43,English,4,2,68,Passing
1011,43,English,4,3,76,Strong
1012,43,English,4,4,65,Passing
1013,43,Afrikaans,9,1,68,Passing
1014,43,Afrikaans,9,2,69,Passing
1015,43,Afrikaans,9,3,63,Passing
1016,43,Afrikaans,9,4,65,Passing
1017,43,Mathematics,3,1,83,Strong
1018,43,Mathematics,3,2,74,Strong
1019,43,Mathematics,3,3,82,Strong
1020,43,Mathematics,3,4,82,Strong
1021,43,History,16,1,74,Strong
1022,43,History,16,2,78,Strong
1023,43,History,16,3,71,Strong
1024,43,History,16,4,73,Strong
1025,43,Accounting,25,1,57,Passing
1026,43,Accounting,25,2,61,Passing
1027,43,Accounting,25,3,63,Passing
1028,43,Accounting,25,4,57,Passing
1029,43,Information Technology,22,1,57,Passing
1030,43,Information Technology,22,2,50,Passing
1031,43,Information Technology,22,3,62,Passing
1032,43,Information Technology,22,4,58,Passing
1033,44,English,5,1,69,Passing
1034,44,English,5,2,77,Strong
1035,44,English,5,3,78,Strong
1036,44,English,5,4,70,Strong
1037,44,Afrikaans,7,1,73,Strong
1038,44,Afrikaans,7,2,73,Strong
1039,44,Afrikaans,7,3,83,Strong
1040,44,Afrikaans,7,4,77,Strong
1041,44,Mathematics,3,1,45,At Risk
1042,44,Mathematics,3,2,50,Passing
1043,44,Mathematics,3,3,54,Passing
1044,44,Mathematics,3,4,41,At Risk
1045,44,Information Technology,23,1,57,Passing
1046,44,Information Technology,23,2,72,Strong
1047,44,Information Technology,23,3,61,Passing
1048,44,Information Technology,23,4,63,Passing
1049,44,Physical Science,12,1,70,Strong
1050,44,Physical Science,12,2,69,Passing
1051,44,Physical Science,12,3,67,Passing
1052,44,Physical Science,12,4,69,Passing
1053,44,Life Science,14,1,78,Strong
1054,44,Life Science,14,2,79,Strong
1055,44,Life Science,14,3,69,Passing
1056,44,Life Science,14,4,66,Passing
1057,45,English,5,1,75,Strong
1058,45,English,5,2,82,Strong
1059,45,English,5,3,84,Strong
1060,45,English,5,4,76,Strong
1061,45,Afrikaans,8,1,61,Passing
1062,45,Afrikaans,8,2,63,Passing
1063,45,Afrikaans,8,3,59,Passing
1064,45,Afrikaans,8,4,68,Passing
1065,45,Mathematics,2,1,83,Strong
1066,45,Mathematics,2,2,84,Strong
1067,45,Mathematics,2,3,71,Strong
1068,45,Mathematics,2,4,71,Strong
1069,45,Physical Science,11,1,58,Passing
1070,45,Physical Science,11,2,48,At Risk
1071,45,Physical Science,11,3,61,Passing
1072,45,Physical Science,11,4,53,Passing
1073,45,Life Science,13,1,68,Passing
1074,45,Life Science,13,2,72,Strong
1075,45,Life Science,13,3,74,Strong
1076,45,Life Science,13,4,66,Passing
1077,45,Geography,20,1,75,Strong
1078,45,Geography,20,2,78,Strong
1079,45,Geography,20,3,69,Passing
1080,45,Geography,20,4,81,Strong
1081,46,English,4,1,53,Passing
1082,46,English,4,2,52,Passing
1083,46,English,4,3,57,Passing
1084,46,English,4,4,59,Passing
1085,46,Afrikaans,8,1,51,Passing
1086,46,Afrikaans,8,2,53,Passing
1087,46,Afrikaans,8,3,53,Passing
1088,46,Afrikaans,8,4,48,At Risk
1089,46,Mathematics,1,1,79,Strong
1090,46,Mathematics,1,2,76,Strong
1091,46,Mathematics,1,3,73,Strong
1092,46,Mathematics,1,4,78,Strong
1093,46,Geography,20,1,66,Passing
1094,46,Geography,20,2,65,Passing
1095,46,Geography,20,3,73,Strong
1096,46,Geography,20,4,60,Passing
1097,46,Information Technology,24,1,56,Passing
1098,46,Information Technology,24,2,44,At Risk
1099,46,Information Technology,24,3,51,Passing
1100,46,Information Technology,24,4,47,At Risk
1101,46,Life Science,13,1,53,Passing
1102,46,Life Science,13,2,50,Passing
1103,46,Life Science,13,3,56,Passing
1104,46,Life Science,13,4,53,Passing
1105,47,English,6,1,79,Strong
1106,47,English,6,2,68,Passing
1107,47,English,6,3,72,Strong
1108,47,English,6,4,77,Strong
1109,47,Afrikaans,7,1,75,Strong
1110,47,Afrikaans,7,2,63,Passing
1111,47,Afrikaans,7,3,63,Passing
1112,47,Afrikaans,7,4,73,Strong
1113,47,Mathematics,1,1,72,Strong
1114,47,Mathematics,1,2,75,Strong
1115,47,Mathematics,1,3,78,Strong
1116,47,Mathematics,1,4,79,Strong
1117,47,Accounting,27,1,54,Passing
1118,47,Accounting,27,2,56,Passing
1119,47,Accounting,27,3,68,Passing
1120,47,Accounting,27,4,65,Passing
1121,47,Geography,21,1,55,Passing
1122,47,Geography,21,2,49,At Risk
1123,47,Geography,21,3,56,Passing
1124,47,Geography,21,4,49,At Risk
1125,47,Information Technology,22,1,74,Strong
1126,47,Information Technology,22,2,76,Strong
1127,47,Information Technology,22,3,75,Strong
1128,47,Information Technology,22,4,76,Strong
1129,48,English,5,1,78,Strong
1130,48,English,5,2,89,Strong
1131,48,English,5,3,84,Strong
1132,48,English,5,4,75,Strong
1133,48,Afrikaans,8,1,42,At Risk
1134,48,Afrikaans,8,2,53,Passing
1135,48,Afrikaans,8,3,39,High Risk
1136,48,Afrikaans,8,4,42,At Risk
1137,48,Mathematics,2,1,56,Passing
1138,48,Mathematics,2,2,56,Passing
1139,48,Mathematics,2,3,42,At Risk
1140,48,Mathematics,2,4,55,Passing
1141,48,Geography,19,1,55,Passing
1142,48,Geography,19,2,60,Passing
1143,48,Geography,19,3,56,Passing
1144,48,Geography,19,4,59,Passing
1145,48,Physical Science,10,1,46,At Risk
1146,48,Physical Science,10,2,43,At Risk
1147,48,Physical Science,10,3,37,High Risk
1148,48,Physical Science,10,4,46,At Risk
1149,48,Information Technology,24,1,46,At Risk
1150,48,Information Technology,24,2,57,Passing
1151,48,Information Technology,24,3,54,Passing
1152,48,Information Technology,24,4,52,Passing
1153,49,English,5,1,68,Passing
1154,49,English,5,2,69,Passing
1155,49,English,5,3,66,Passing
1156,49,English,5,4,72,Strong
1157,49,Afrikaans,8,1,69,Passing
1158,49,Afrikaans,8,2,71,Strong
1159,49,Afrikaans,8,3,74,Strong
1160,49,Afrikaans,8,4,83,Strong
1161,49,Mathematics,2,1,60,Passing
1162,49,Mathematics,2,2,60,Passing
1163,49,Mathematics,2,3,70,Strong
1164,49,Mathematics,2,4,63,Passing
1165,49,History,18,1,71,Strong
1166,49,History,18,2,82,Strong
1167,49,History,18,3,69,Passing
1168,49,History,18,4,74,Strong
1169,49,Life Science,15,1,64,Passing
1170,49,Life Science,15,2,65,Passing
1171,49,Life Science,15,3,65,Passing
1172,49,Life Science,15,4,72,Strong
1173,49,Geography,21,1,71,Strong
1174,49,Geography,21,2,66,Passing
1175,49,Geography,21,3,74,Strong
1176,49,Geography,21,4,66,Passing
1177,50,English,5,1,50,Passing
1178,50,English,5,2,64,Passing
1179,50,English,5,3,48,At Risk
1180,50,English,5,4,53,Passing
1181,50,Afrikaans,8,1,76,Strong
1182,50,Afrikaans,8,2,71,Strong
1183,50,Afrikaans,8,3,69,Passing
1184,50,Afrikaans,8,4,78,Strong
1185,50,Mathematics,3,1,85,Strong
1186,50,Mathematics,3,2,77,Strong
1187,50,Mathematics,3,3,73,Strong
1188,50,Mathematics,3,4,74,Strong
1189,50,Accounting,25,1,45,At Risk
1190,50,Accounting,25,2,54,Passing
1191,50,Accounting,25,3,53,Passing
1192,50,Accounting,25,4,55,Passing
1193,50,Life Science,14,1,62,Passing
1194,50,Life Science,14,2,65,Passing
1195,50,Life Science,14,3,66,Passing
1196,50,Life Science,14,4,60,Passing
1197,50,History,18,1,64,Passing
1198,50,History,18,2,55,Passing
1199,50,History,18,3,64,Passing
1200,50,History,18,4,61,Passing
1201,51,English,6,1,88,Strong
1202,51,English,6,2,78,Strong
1203,51,English,6,3,84,Strong
1204,51,English,6,4,81,Strong
1205,51,Afrikaans,9,1,47,At Risk
1206,51,Afrikaans,9,2,55,Passing
1207,51,Afrikaans,9,3,52,Passing
1208,51,Afrikaans,9,4,43,At Risk
1209,51,Mathematics,2,1,62,Passing
1210,51,Mathematics,2,2,49,At Risk
1211,51,Mathematics,2,3,63,Passing
1212,51,Mathematics,2,4,47,At Risk
1213,51,Accounting,27,1,67,Passing
1214,51,Accounting,27,2,61,Passing
1215,51,Accounting,27,3,69,Passing
1216,51,Accounting,27,4,70,Strong
1217,51,Information Technology,24,1,63,Passing
1218,51,Information Technology,24,2,73,Strong
1219,51,Information Technology,24,3,60,Passing
1220,51,Information Technology,24,4,58,Passing
1221,51,History,16,1,79,Strong
1222,51,History,16,2,77,Strong
1223,51,History,16,3,85,Strong
1224,51,History,16,4,83,Strong
1225,52,English,4,1,42,At Risk
1226,52,English,4,2,53,Passing
1227,52,English,4,3,57,Passing
1228,52,English,4,4,50,Passing
1229,52,Afrikaans,7,1,93,Strong
1230,52,Afrikaans,7,2,90,Strong
1231,52,Afrikaans,7,3,90,Strong
1232,52,Afrikaans,7,4,89,Strong
1233,52,Mathematics,1,1,41,At Risk
1234,52,Mathematics,1,2,45,At Risk
1235,52,Mathematics,1,3,39,High Risk
1236,52,Mathematics,1,4,46,At Risk
1237,52,Geography,19,1,60,Passing
1238,52,Geography,19,2,50,Passing
1239,52,Geography,19,3,48,At Risk
1240,52,Geography,19,4,54,Passing
1241,52,Information Technology,23,1,62,Passing
1242,52,Information Technology,23,2,69,Passing
1243,52,Information Technology,23,3,73,Strong
1244,52,Information Technology,23,4,67,Passing
1245,52,History,17,1,50,Passing
1246,52,History,17,2,45,At Risk
1247,52,History,17,3,56,Passing
1248,52,History,17,4,46,At Risk
1249,53,English,5,1,69,Passing
1250,53,English,5,2,77,Strong
1251,53,English,5,3,73,Strong
1252,53,English,5,4,71,Strong
1253,53,Afrikaans,9,1,41,At Risk
1254,53,Afrikaans,9,2,37,High Risk
1255,53,Afrikaans,9,3,42,At Risk
1256,53,Afrikaans,9,4,52,Passing
1257,53,Mathematics,3,1,70,Strong
1258,53,Mathematics,3,2,70,Strong
1259,53,Mathematics,3,3,62,Passing
1260,53,Mathematics,3,4,59,Passing
1261,53,Geography,19,1,66,Passing
1262,53,Geography,19,2,70,Strong
1263,53,Geography,19,3,65,Passing
1264,53,Geography,19,4,62,Passing
1265,53,Information Technology,23,1,69,Passing
1266,53,Information Technology,23,2,64,Passing
1267,53,Information Technology,23,3,72,Strong
1268,53,Information Technology,23,4,58,Passing
1269,53,History,18,1,58,Passing
1270,53,History,18,2,71,Strong
1271,53,History,18,3,70,Strong
1272,53,History,18,4,72,Strong
1273,54,English,4,1,63,Passing
1274,54,English,4,2,77,Strong
1275,54,English,4,3,67,Passing
1276,54,English,4,4,73,Strong
1277,54,Afrikaans,7,1,55,Passing
1278,54,Afrikaans,7,2,50,Passing
1279,54,Afrikaans,7,3,50,Passing
1280,54,Afrikaans,7,4,54,Passing
1281,54,Mathematics,2,1,64,Passing
1282,54,Mathematics,2,2,65,Passing
1283,54,Mathematics,2,3,64,Passing
1284,54,Mathematics,2,4,71,Strong
1285,54,History,16,1,57,Passing
1286,54,History,16,2,53,Passing
1287,54,History,16,3,54,Passing
1288,54,History,16,4,46,At Risk
1289,54,Geography,21,1,51,Passing
1290,54,Geography,21,2,63,Passing
1291,54,Geography,21,3,57,Passing
1292,54,Geography,21,4,60,Passing
1293,54,Accounting,27,1,62,Passing
1294,54,Accounting,27,2,59,Passing
1295,54,Accounting,27,3,57,Passing
1296,54,Accounting,27,4,51,Passing
1297,55,English,4,1,86,Strong
1298,55,English,4,2,78,Strong
1299,55,English,4,3,91,Strong
1300,55,English,4,4,76,Strong
1301,55,Afrikaans,8,1,55,Passing
1302,55,Afrikaans,8,2,64,Passing
1303,55,Afrikaans,8,3,49,At Risk
1304,55,Afrikaans,8,4,60,Passing
1305,55,Mathematics,3,1,50,Passing
1306,55,Mathematics,3,2,45,At Risk
1307,55,Mathematics,3,3,45,At Risk
1308,55,Mathematics,3,4,46,At Risk
1309,55,History,17,1,59,Passing
1310,55,History,17,2,45,At Risk
1311,55,History,17,3,56,Passing
1312,55,History,17,4,51,Passing
1313,55,Accounting,26,1,61,Passing
1314,55,Accounting,26,2,59,Passing
1315,55,Accounting,26,3,66,Passing
1316,55,Accounting,26,4,63,Passing
1317,55,Life Science,14,1,90,Strong
1318,55,Life Science,14,2,81,Strong
1319,55,Life Science,14,3,82,Strong
1320,55,Life Science,14,4,79,Strong
1321,56,English,4,1,52,Passing
1322,56,English,4,2,39,High Risk
1323,56,English,4,3,46,At Risk
1324,56,English,4,4,50,Passing
1325,56,Afrikaans,9,1,77,Strong
1326,56,Afrikaans,9,2,87,Strong
1327,56,Afrikaans,9,3,77,Strong
1328,56,Afrikaans,9,4,89,Strong
1329,56,Mathematics,2,1,54,Passing
